original_text,simplified_text,target_level,predicted_level
"— Значит, «бедный рыцарь» опять на сцене?",Бедный рыцарь снова на сцене.,A1,A2
Но вот что: я не могу не прийти сюда завтра. ,Я не могу не прийти сюда завтра.,C1,A2
"Через десять минут обоюдных недомолвок и хитростей выяснилось, что гражданин Коробейников действительно имеет кое-какие сведения о мебели Воробьянинова, а отец Федор не отказывается за эти сведения уплатить.","Через десять минут стало ясно, что гражданин Коробейников имеет какие-то сведения о мебели Воробьянинова, а отец Федора не отказывается от этих сведений.",B2,C2
"Но я твердо верю – пусть назовут меня идеалистом и фантазером – я верю: раньше или позже – но когда-нибудь и для этих часов мы найдем место в общей формуле, когда-нибудь все 86 400 секунд войдут в Часовую Скрижаль.","Я верю, что когда-нибудь мы найдем место в общей формуле, когда-нибудь все 86 400 секунд войдут в Часовую Скрижаль.",A2,C1
"Голова на шесте вертится, скребут руки в затылках: по бумаге – оно будто действительно так, потому беднее Филимошки никого нету.","Голова на шесте, руки скребут в затылках: бумага показывает, что это действительно так, потому что Филимошки никого нету.",B2,C1
Или нет совсем странного?».,«Или нет совсем странного?».,A1,B2
Нашел я этого человека.,Я нашел этого человека.,C1,A1
"Мое, привычное к цифрам, перо не в силах создать музыки ассонансов и рифм.","Мое, привыкшее к цифрам, перо не в силах создать музыку.",A1,C1
Борьба продолжалась в партере.,Борьба продолжалась.,B1,C2
"Никому не было дела до двух грязных искателей брильянтов,",Никому не было дела до двух искателей брильянтов.,A1,C2
— Как много у вас денег! ,— Сколько у вас денег?,C2,B1
Даже на мои спектакли он не приходит.,Он не приходит на мои спектакли.,B1,A2
Рогожин весь обратился в один неподвижный взгляд. ,"Рогожин смотрел на что-то, что казалось неподвижным.",A1,B1
"А на том свете – Он-то, батюшка, все припомнит, Он, батюшка, в геене серной дурь-то всю-ю выкурит.","А на том свете, он-то, батюшка, все припомнит, он, батюшка, в геене серной дурь-то всю-ю выкурит.",A2,C1
"Может быть, и здесь меня сочтут за ребенка, — так пусть!","Может быть, и здесь меня сочтут за ребенка, — так пусть!",B2,B1
"У вас какой-то особенный оттенок в лице, похоже как у Гольбейновой Мадонны в Дрездене: #c_34.","У вас какой-то особенный оттенок в лице, как у Гольбейновой Мадонны в Дрездене.",A1,B1
Не без смысла же вы: вот рассудите-ка меня с ним.,Не без смысла же вы: вот рассудите-ка меня с ним.,C1,C1
Князь поморщился и с минуту помолчал.,Князь поморщился и молчал.,B2,B2
"— Да и я бы насказал на вашем месте, — засмеялся князь Фердыщенке.",Князь Фердыщенке засмеялся.,A1,B2
Я ее клеенкой накрыл — Это как там…,Я ее заклеил — Это как там…,C2,B2
-- Через две недели поеду.,Через две недели я поеду.,C1,B1
"Такие надписи иной раз вывешиваются на дверях учреждений, особенно усиленно посещаемых публикой.","Такие надписи часто ставят на дверях учреждений, особенно популярных среди посетителей.",A2,A2
Сквозь верхние граненые стекла в столовую сыпались десятки маленьких отраженных солнц.,Сквозь верхние стекла в столовую сыпались десятки маленьких отраженных солнц.,C2,C2
"Когда народ доходит до такой степени умственного совершенства, что может по целым суткам говорить умно ни о чём и ни о ком, тогда только он достоин имени истинно образованного народа. ","Когда народ достигает такого уровня умственного совершенства, что может говорить умно на протяжении целых суток, тогда он достоин названия истинно образованного народа.",C1,B1
Ошеломленный архивариус вяло пожал поданную ему руку.,Архивариус вяло пожал поданную ему руку.,A2,C2
"Лизавета Прокофьевна, встав от завтрака, объявила, что гулять пойдут все сейчас и все вместе.","Лизавета объявила, что гулять пойдут все вместе.",A1,B1
Она купила на аукционе два мягких стула. ,Она купила на аукционе два мягких стула.,C1,C2
"Мне нечего писать вам о себе, нечего рассказывать.","Мне нечего писать вам о себе, нечего рассказывать.",C1,B1
"Мисс Хани была поражена таким отношением и не знала, как помочь Матильде, но она твёрдо решила поддерживать девочку, насколько это возможно.","Мисс Хани была поражена таким отношением и не знала, как помочь Матильде, но она твердо решила поддерживать девочку.",B1,A1
"Может быть, курица?   — Нет, гуляша нет, ростбифа тоже нет.","Может быть, курица?",C1,A2
"— Нет, служанка, от матушки ихней, а к Парфену Семеновичу я звонил, никто не отпер.","Я звонил к Парфену Семеновичу, но никто не открыл дверь.",C2,B1
"Он видел, как Грушницкий искренне влюблен в Мери, как Мери улыбается ему, но при этом чувствовал внутреннюю пустоту и холодность.","Он видел, как Грушницкий искренне влюблен в Мери, как Мери улыбается ему, но при этом чувствовал внутреннюю пустоту и холодность.",A1,A1
"Это был молодой человек, бедно и неряшливо одетый, в сюртуке с засаленными до зеркального лоску рукавами, с жирною, застегнутою доверху жилеткой, с исчезнувшим куда-то бельем, с черным шелковым замасленным донельзя и скатанным в жгут шарфом, с немытыми руками, с чрезвычайно угреватым лицом, белокурый и, если можно так выразиться, с невинно-нахальным взглядом.","Молодой человек, одетый в сюртуке с засаленными рукавами, с жирной, застегнутой доверху жилеткой, с исчезнувшим бельем, с черным шелковым замасленным шарфом, с чрезвычайно угреватым лицом, белокурый.",A1,B2
"M113 имеет стандартную переднемоторную компоновку, с размещением моторного отделения в правой лобовой части, трансмиссионного отделения в лобовой оконечности, отделения управления в лобовой части слева, а объединённого боевого и десантного отделения — в кормовой части машины.","M113 имеет стандартную переднеприводную компоновку, с моторным отделением в правой лобовой части, трансмиссионным отделением в лобовой оконечности, отделением управления в лобовой части слева, а объединённым боевым и десантным отделением — в кормовой части машины.",C2,B1
"— О, я ведь не в этой комнате просил; я ведь знаю; а я бы вышел куда-нибудь, где бы вы указали, потому я привык, а вот уж часа три не курил.","Я ведь не в этой комнате просил, я ведь знаю, а я бы вышел куда-нибудь, где бы вы указали, потому что я привык, а вот уж часа три не курил.",A1,B2
«Ц» в конце слова.,«Ц» в конце слова.,B2,A2
"Он раз зашел в горы, в ясный солнечный день, и долго ходил с одною мучительною, но никак не воплощавшеюся мыслию.","Он пошел в горы, в ясный солнечный день, и долго ходил с одной мучительной, но не воплощающейся мыслью.",C1,B2
"Барин посмеялся и дал бедному мужику ещё денег и хлеба, а богатому мужику не дал ничего.","Барин посмеялся и дал бедному мужику ещё денег и хлеба, а богатому мужику ничего не дал.",B2,A2
"Она всегда помнила о Евгении Онегине, но теперь ее жизнь шла своим ходом.","Она всегда помнила о Евгении Онегине, но теперь ее жизнь шла своим ходом.",C2,A1
Но сейчас он тратит время только на теннис.,Он тратит время только на теннис.,B1,A1
Кинооператор пронес свой аппарат высоко над головами толпы и еще на ходу требовал отвода четырехместной каюты для устройства в ней лаборатории.,Кинооператор пронес свой аппарат высоко над головами толпы и еще на ходу требовал отвода четырехместной каюты для устройства в ней лаборатории.,B1,C2
В шкафу у меня лежал лопнувший после отливки тяжелый поршневый шток (мне нужно было посмотреть структуру излома под микроскопом).,В шкафу у меня лежал тяжелый поршневой шток после отливки.,B2,C1
Жизнь шла своим чередом.,Жизнь шла своим чередом.,B1,A1
И сразу перед крылечком – как проснулись.,И сразу перед крыльцом - как проснулись.,A2,C1
"Уставшая, она убралась в домике и заснула в одной из семи маленьких кроваток.","Устала, она убралась в домике и заснула в одной из маленьких кроваток.",A2,A1
"Где-то вверху, и вправо, и влево – тревожно, дробно стучат в двери кают; где-то на полутемных площадках – потушенные, вполголоса разговоры; и топот быстро сбегающих по ступенькам подошв: вниз, в кают-компанию, в домовый клуб.","Где-то вверху, и вправо, и влево – тревожно, дробно стучат в двери кают; где-то на полутемных площадках – потушенные, вполголоса разговоры; и топот быстро сбегающих по ступенькам подошв: вниз, в кают-компанию, в домовый клуб.",B1,C1
Стива был и Левин,Стива был и Левин.,B2,B1
"Три месяца я кормлю его, пою к воспитываю, и этот альфонс становится теперь в третью позицию и заявляет, что он...","Три месяца я кормлю его, пою к воспитываю, и этот альфонс становится теперь в третью позицию и заявляет, что он...",C2,B1
— Куда же это вы? ,Куда же это вы?,C2,C1
"Зажмурившись от запаха нафталина, который внезапно ударил из сундучка, отец Федор, разрывая кружевца и прошвы, вынул из капора тяжелую полотняную колбаску.","Зажмурившись от запаха нафталина, который внезапно ударил из сундучка, отец Федор вынул из капора тяжелую полотняную колбаску.",C1,C2
Вот тебе и цифры! ,Цифры!,A1,C2
"Когда ты в командировке, то собираешь и готовишь материал.","Когда ты в командировке, собираешь и готовишь материал.",B1,A2
"Рыба трепетала, вода вокруг покраснела от крови.","Рыба трепетала, вода вокруг покраснела.",B1,A2
Почему в футбол?» - спросил кассир.,Почему в футбол?,B1,A1
"Так требуется, этикет какой-то, глупо.","Так нужно, этикет какой-то, глупо.",B1,C1
"-- Во двор и налево, -- добавил Виктор Михайлович,-- я могу показать.","-- Во двор и налево, -- сказал Виктор Михайлович, -- я могу показать.",A2,C2
Антон положил динамит на траву.,Антон положил динамит на траву.,C2,A1
Помидоры и капусту мы не купили.,Мы не купили помидоры и капусту.,C1,A1
"Мой хозяин, Маркиз Карабас, тонет!""","Мой хозяин, Маркиз Карабас, погиб.",C2,A1
Во всяком случае их не было.,Ничего не было.,A2,C2
— закричал я и встал со стула,Я закричал и встал со стула.,B2,B1
"Потом пили чай с вареньем, с мёдом, с конфетами и с очень вкусным печеньем. ","Потом пили чай с вареньем, с мёдом, с конфетами и с очень вкусным печеньем.",B1,A2
"Все сто пятьдесят тысяч рублей ноль ноль копеек, как любил говорить Остап Сулейман-Берта-Мария Бендер.","Все 150 тысяч рублей, как любил говорить Остап Бендер.",C2,C2
"Потому что он винтом сверлит мою душу, и безо всякого уважения… винтом!","Потому что он мучает мою душу, и без всякого уважения.",B1,B2
"Если вы хотите создать позитивный имидж, важно определить, какая одежда превратит вас в наиболее уверенного в себе человека.","Чтобы создать позитивный имидж, важно определить, какая одежда сделает вас наиболее уверенным в себе.",B2,A1
"И как он вошёл в свою должность, как понимает её. ","И как он вошел в свою должность, как понимает ее.",A1,A2
С ней я чувствовал себя свободно.,Я чувствовал себя свободно с ней.,B1,A1
"Князь N.. этот милый, этот бесспорно остроумный и такого высокого чистосердечия человек, был на высшей степени убеждения, что он — нечто вроде солнца, взошедшего в эту ночь над гостиной Епанчиных.","Князь Н. был на высшей степени убеждения, что он — нечто вроде солнца, взошедшего в эту ночь над гостиной Епанчиных.",C2,B2
"— Я вот и сам, дня три переждав, со всеми домочадцами на дачу, чтоб и новорожденного птенца сохранить и здесь в домишке тем временем всё поисправить.","Я переживал три дня, со всеми домочадцами на даче, чтобы сохранить новорожденного птенца и починить дом.",A2,A2
"Кофточка голая синтетика, носить не возможно.","Кофточка синтетика, носить не возможно.",A2,A1
"Открыла, посмотрела, усмехнулась: «Благодарите,— говорит, — вашего друга господина Рогожина за его внимание», и ушла. ","Открыв, посмотрела, усмехнулась: «Благодарите, — говорит, — вашего друга господина Рогожина за его внимание», и ушла.",A1,B1
"В этот момент к утёнку, или, точнее сказать, к лебедю, подплыли другие лебеди.",Лебеди подплыли к утёнку.,A2,A1
я должен тебе все…,Я должен тебе все.,C2,C1
"Перебирая знакомых и родственников, выбрали: полицмейстера, заведующего пробирной палатой, акцизного, податного и фабричного инспектора; заполнили вакансии окружного прокурора, председателя, секретаря и членов суда; наметили председателей земской и купеческой управы, попечительства о детях и, наконец, мещанской управы.","Выбрали полицмейстера, заведующего пробирной палатой, акцизного, податного и фабричного инспектора, заполнили вакансии окружного прокурора, председателя, секретаря и членов суда, наметили председателей земской и купеческой управы, попечителей о детях и мещанской управы.",C2,B1
"-- Вот видите, предводитель, нищим быть не так-то уж плохо, особенно при умеренном образовании и слабой постановке голоса!","- Вот видите, предводитель, нищим быть не так-то уж плохо, особенно при умеренном образовании и слабой постановке голоса",C2,B1
Для чего же бы я сюда вас позвала?,Для чего я сюда вас позвала?,C2,B2
"Все произошло быстро и совсем не так, как ожидалось.","Произошло быстро и не так, как ожидалось.",A1,B1
-- Мы не сходимся характерами.,Мы не сходимся по характеру.,B1,A2
Мы вместе будем пользу приносить; я не хочу быть генеральской дочкой... ,Мы будем помогать друг другу. Я не хочу быть генеральской дочкой.,B1,B1
"Другого, третьего нет – заприметил Урванка.","Урванка заметила, что другого и третьего нет.",A2,C2
"Без помощника-то ведь говорить не станешь, сам с собою.","Без помощника-то говорить не можешь, сам с собой.",A2,B2
Дарья Александровна исполнила своё обещание и поехала к Анне. ,Дарья Александровна поехала к Анне.,B1,B1
"Вдруг сзади – торопливо брякнула дверь, быстрый топот, мягко отскакивающий от потолка, от стен, – и она, летучая, слегка запыхавшаяся от бега, дышит ртом.","Сзади – торопливо брякнула дверь, быстрый топот, мягко отскакивающий от потолка, от стен – и она, летучая, слегка запыхавшаяся от бега, дышит ртом.",A2,C1
"Проходя курс в университете, а следовательно, живя известный период времени студенческой жизнью, я духовно очень с ней сроднился и поэтому хорошо понимаю, что тот, кто сам не прошёл курса в университете, не жил в университете, тот никогда не в состоянии правильно судить о нуждах университета, тот никогда не поймёт, что означает «университетская наука», т. е. не поймёт разницу между университетом и высшей школой (хотя бы и прекрасной школой, как, например, наш лицей Царскосельс кий или Школа правоведения). ","Проходя курс в университете, я хорошо понимаю, что тот, кто не прошел курс в университете, никогда не в состоянии правильно судить о нуждах университета и никогда не поймёт, что означает «университетская наука».",A1,B1
"Давеча я ничего не боялся, а теперь всего боюсь.","Давеча я ничего не боялся, а теперь всего боюсь.",A1,B2
Он мне все документы дал.,Он дал мне все документы.,A1,A1
Взлетали кверху рифленые железные шторы магазинов.,Шторы магазинов взлетели кверху.,A2,C2
"Согласно постановлению, педология была запрещена, а педологам разрешалось переквалифицироваться в педагоги.","Согласно постановлению, педология была запрещена, а педологам разрешалось переквалифицироваться в педагоги.",C2,B1
Достоевский Ф. М. Письма.,Достоевский Ф. М. Письма.,C2,B2
А мышка принесла ему красивую зелёную бумагу.,Мышка принесла ему красивую зеленую бумагу.,A1,A1
"Я предложил отцу её стакан вина; Дуне подал я чашку чаю, и мы втроём начали разговаривать, как будто давно были знакомы.","Я предложил ему стакан вина. Дуне подал чашку чаю, и мы начали разговаривать, как будто давно были знакомы.",A1,A2
"— лукаво удивился Гаврила Ардалионович, ядовито готовясь изложить свое заключение.","— удивился Гаврила Ардалионович, готовясь изложить свое заключение.",A2,B2
"После этого казы можно вялить, варить и коптить.","После этого можно вялить, варить и коптить.",C2,A1
"Сестрам Аглаи почему-то понравилась мысль о князе; даже казалась не очень и странною; одним словом, они вдруг могли очутиться даже совсем на его стороне.",Сестры Аглаи были взволнованы мыслью о князе.,C1,B2
-- Один шанс против десяти.,Один шанс против десяти.,A2,A1
— спросила Аделаида. — Я в Лионе видел. ,— спросила Аделаида. — Я в Лионе видел.,C1,B1
Он разжег огромный огонь в камине и поставил котел с кипящей водой прямо под трубой!,Он зажег огромный огонь в камине и поставил котел с кипящей водой рядом с трубой.,C1,A2
Господь пасет мя и ничтоже мя лишит.,Господь ухаживает за мной и никогда не оставит меня.,B2,B1
"— Ну, что ж это такое?","— Ну, что ж это такое?",B2,B1
"Он изменился, как внутри, так и снаружи.",Он изменился.,A1,A2
"Этот стакан упал, и вода вылилась прямо на голову мисс Транчбулл.","Стакан упал, и вода вылилась на голову мисс Транчбулл.",A1,A1
При приближении Персицкого она снова заговорила.,Она снова заговорила при приближении Персицкого.,B2,B1
"Мы видим это ясно из фактов: упоминается, что он все-таки съел же пять или шесть младенцев, сравнительно цифра ничтожная, но зато знаменательная в другом отношении.",Мы видим это ясно из фактов: он все-таки съел пять или шесть младенцев.,C2,B2
"Великий комбинатор издал звук, какой производит кухонная раковина, всасывающая остатки воды.",Кухонная раковина всасывает остатки воды.,A2,C1
"Ю, уже одетая, у двери.","Ю, одетая, стоит у двери.",B2,C1
"Низенькая, старая, мудрая церковь – во имя древнего Ильи.","Старая, мудрая церковь - во имя древнего Ильи.",B2,C1
"Одни только Паша Эмильевич по-гурмански крутил головой и, снимая с усов капустные водоросли, с трудом говорил:","Паша Эмильевич крутил головой, снимая капустные водоросли с усов, и трудно говорил.",B1,C2
"Мрамор миссис Лори розовел: это так нужно – извне получить подтверждение, что ты – счастливая…","Мрамор миссис Лори розовел: это так нужно – извне получить подтверждение, что ты – счастливая.",A2,C1
С отвращением и с ненавистью смотрел он на бедность и на упадок своего семейства.,Он смотрел на бедность и на упадок своего семейства с отвращением и ненавистью.,C1,B1
У окошка сидела и шила её воспитанница,У окна сидела и шила воспитанница.,B2,C2
"Слуга, хотя и не мог бы так выразить всё это, как князь, но главное понял, что видно было даже по лицу его","Слуга, хотя и не мог бы так выразить всё это, как князь, но главное понял, что видно было даже по лицу его.",B2,B2
"Разбитый и разочарованный, он возвращался домой.",Он возвращался домой.,A1,C2
"Воробьяниновым звать вас надоело, а Ипполитом Матвеевичем -- слишком кисло.","Зовите меня Воробьяниновым, а Ипполитом Матвеевичем.",B2,C2
"— Стало быть, я лгу?","— Стало быть, я лгу?",B2,B2
"Затем другие люди начали задавать вопросы: ""Почему ты уехал?"", ""Чего ты боишься?"", ""Сможешь ли ты любить по-настоящему?""","""Почему ты уехал?"", ""Чего ты боишься?"", ""Сможешь ли ты любить по-настоящему?""",C1,A2
У нас особый путь,У нас особый путь,C2,B1
"— Уж конечно, был, — отвечала Настенька, — и который умел молчать лучше вас. ","— Уж конечно, был, — отвечала она, — и который умел молчать лучше вас.",A2,B1
Теперь мне всё объяснилось!,Теперь я всё понял!,B1,B1
"Возможно, Драко вообще не будет заинтересован в этих отношениях? я не знаю","Возможно, Драко не будет заинтересован в этих отношениях. Я не знаю.",A2,A1
"Впрочем, О’Келли хорошо помнил, что дверь он запер на ключ: просто в старом доме бродила тень Сапожника Джона.","О’Келли хорошо помнил, что дверь была заперта на ключ.",B2,C1
"Джейн, слушая рассказы, словно видела эти приключения своими глазами и, как и её мать когдато, начала мечтать о полётах среди звёзд и битвах с пиратами.","Джейн, слушая рассказы, видела эти приключения своими глазами и, как и её мать, начала мечтать о полётах среди звёзд и битвах с пиратами.",A1,A1
"Бледный солдатик, криво улыбаясь трясущимися губами, сказал: — Мой грех! ","Бледный солдатик, улыбаясь, сказал: — Мой грех!",C2,B1
"Однако в какой-то момент он услышал странный звук, как будто где-то неподалёку кто-то смеялся очень холодным, пустым смехом.",Он услышал странный звук.,A1,A1
"Учился же я все четыре года постоянно, хотя и не совсем правильно, и при этом очень много русских книг удалось прочесть","Учился я все четыре года, хотя и не совсем правильно, и при этом прочитал много русских книг.",B2,A2
На следующей станции в вагон вошла молодая женщина с журналом «Юность».,На следующей станции в вагон вошла женщина с журналом «Юность».,C1,A2
Кузина твоя влюблена в тебя. ,Ты влюблена в Кузину.,C1,A2
Гроссмейстер перешел на местные темы.,Гроссмейстер перешел на местные темы.,C1,C2
В пять часов утра явился Остап со стулом.,В 5 утра Остап явился со стулом.,C2,C2
"– Катя, ты знаешь, я купил дерево!","Катя, ты знаешь, я купил дерево.",B1,A2
"-- сказала Колина жена, не повышая голоса.","Колина жена сказала, не повышая голоса.",C1,B2
Кэ-эк увидал он отца Иннокентия в натуральном виде:,Он увидел отца Иннокентия в натуральном виде.,C1,C2
В это время я смотрю на её лицо.,Я смотрю на её лицо.,A2,A2
"Полька, как угорелая, мыкается кругом.",Полька бегает кругом.,B1,C1
Теперь мне время ехать. ,Теперь мне нужно ехать.,B1,B1
"– Миссис Лори, вы не говорили.","– Миссис Лори, вы не говорили.",B1,C1
– А этих пятерых – сейчас.,Эти пятеро.,B2,C1
"Скорей выпихнул себя на площадку, притворил дверь.","Он выпустил себя на площадку, закрыл дверь.",A1,A2
"— Знаете, я ужасно люблю в газетах читать про английские парламенты, то есть не в том смысле, про что они там рассуждают (я, знаете, не политик), а в том, как они между собой объясняются, ведут себя, так сказать, как политики: «благородный виконт, сидящий напротив», «благородный граф, разделяющий мысль мою», «благородный мой оппонент, удививший Европу своим предложением», то есть все вот эти выраженьица, весь этот парламентаризм свободного народа — вот что для нашего брата заманчиво!","Я люблю читать про английские парламенты в газетах. Я не политик, но мне нравится, как они общаются между собой.",B1,A1
Она вытянула руки перед животом. ,Она вытянула руки.,A2,C1
"Однажды Онегин решил снова посетить деревню, где он жил раньше.","Онегин снова посетил деревню, где он жил раньше.",A2,A1
"Она видела, как люди помогают друг другу и как они находят силы в трудные времена.","Она видела, что люди помогают друг другу и находят силы в трудные времена.",B1,A1
"— Вы еще тогда за раненого голубя перессорились, и вас по углам расставили; Аделаида так и стояла в каске и со шпагой.","— Вы еще тогда перессорились, и вас по углам расставили; Аделаида так и стояла в каске и со шпагой.",A1,B2
"Когда я вошел, произошла странная сцена.","Когда я вошел, произошла странная сцена.",B2,A1
"Хотя это был всего лишь сон, он оставил в её душе незабываемые впечатления.","Это был всего лишь сон, но он оставил в её душе незабываемые впечатления.",A2,A1
"Гай понял, насколько глубоко правительство манипулирует информацией.","Гай понял, насколько правительство манипулирует информацией.",C2,A1
"Всего, по подсчетам А. Г. Достоевской, в двадцать три дня он написал «около шести печатных листов (93 страницы)» для январской книжки «Русского вестника».[52 - Там же.",А. Г. Достоевский написал «около шести печатных листов (93 страницы)» для январской книжки «Русского вестника».,C1,B2
"В руках Куковерова вздрагивает папироса, письмо Дорды… бритый, да-да, конечно.","В руках Куковерова вздрагивает папироса, письмо Дорды.",C1,C1
И надоумил меня сам господь поставить два золотых. ,И надоумил меня господь поставить два золотых.,B1,C1
— Что он там наделал?,Что он там сделал?,A1,B1
Единственное объяснение: прежняя моя болезнь (душа).,Единственное объяснение: прежняя моя болезнь.,B1,B1
"Но мой отец не хочет, чтобы мы дружили.","Мой отец не хочет, чтобы мы были друзьями.",B1,A1
Куда идут эти люди?,Куда они направляются?,A2,B2
"Реакции были разными — кто-то был восхищён новым, выраженным ароматом, а кто-то не смог понять необычную текстуру.","Реакции были разными — кто-то был восхищен новым, выраженным ароматом, а кто-то не смог понять необычную текстуру.",A2,C1
С Ганей у князя были отношения особенные. ,С Ганей у князя были особые отношения.,A1,B2
"""Он ведь не поможет мне ни заработать денег, ни построить будущее"".",Он не поможет мне заработать деньги или построить будущее.,A2,A1
"Мне 30 лет, я очень серьёзный взрослый человек.","Я 30 лет, серьёзный взрослый человек.",A2,A1
Нам трудно бы было передать течение ее мыслей.,Нам трудно передать ее мысли.,A1,B1
"Позже, когда мне пришлось записывать все эти странные происшествия, я порылся в памяти, в книгах – и теперь я, конечно, понимаю: это было состояние временной смерти, знакомое древним и – сколько я знаю – совершенно неизвестное у нас.","Позже, когда мне пришлось записывать все эти странные происшествия, я порылся в памяти, в книгах – и теперь я, конечно, понимаю: это было состояние временной смерти, знакомое древним и – сколько я знаю – совершенно неизвестное у нас.",C1,C1
"Тут он опять поднялся со стула, так что странно было, зачем и садился.","Он снова поднялся со стула, что вызвало удивление.",B2,C2
"Нет, голубчик, других дураков найди, а я вас насквозь вижу…","Нет, друг, других дураков найди, а я тебя видно.",A1,B1
— сказала она. — я не приду.,"— Я не приду, — сказала она.",B1,B2
"-- По сравнению с нашей концессией это деяние, хотя и предусмотренное Уголовным кодексом, все же имеет невинный вид детской игры в крысу.","По сравнению с нашей концессией, это деяние, хотя и предусмотрено Уголовным кодексом, имеет невинный вид детской игры в крысу.",A1,C2
"Я бьюсь об заклад, что вы о какой-нибудь «теме» заговорите, о чем-нибудь серьезном, ученом, возвышенном?","Я бьюсь об заклад, что вы поговорите о какой-нибудь теме, серьезной и научной?",B2,B1
"- Юрген, твоя жена уже год думает, что она вдова и одна воспитывает твоих детей.","- Юрген, его жена уже год думает, что она вдова и одна воспитывает его детей.",B2,A2
"Слышу, повторяют знакомое и дорогое имя, и вспомнил ушедшее прошлое... ","Я слышу, повторяют знакомое и дорогое имя, и вспоминаю ушедшее прошлое.",C2,A2
"Ипполита Матвеевича за большой рост, а особенно за усы, прозвали в учреждении Мацистом, хотя у настоящего Мациста никаких усов не было.",Ипполита Матвеевича называли Мацистом из-за своего высокого роста и усов.,B2,C2
"Купец начал умолять о пощаде, объясняя, что сорвал розу для своей дочери.","Купец просил о пощаде, объясняя, что сорвал розу для своей дочери.",A1,A2
